caixão (cemitério)		caixão	o caixão	Caixa grande onde se colocam os corpos para serem enterrados.	sm	coffin	A large box used to place bodies for burial.	n	el ataúd			n		u kɐjˈʃɐ̃w̃	u kajˈʃɐ̃w̃		ˈkʰɔfən	ˈkʰɒfɪn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
populares (pessoas)		populares	os populares	Pessoas do povo; cidadãos comuns.	smp	common people	Ordinary citizens.	np	la gente del pueblo			np		uʃ pupuˈlaɾɨʃ	uʃ popuˈlaɾes		ˈkʰɑmən ˈpʰipəl	ˈkʰɒmən ˈpʰiːpᵊl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
enraivecido, enraivecida		enraivecido, enraivecida	enraivecido, enraivecida	Tomado de raiva ou fúria.	adj m, adj f	enraged	Overcome with anger or fury.	adj	airado, airada			adj		ẽʁɐjvɨˈsidu | ẽʁɐjvɨˈsidɐ	ẽʁajveˈsidu | ẽʁajveˈsidɐ		ɪnˈɹeɪdʒd	ɪnˈreɪdʒd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
desimpedir		desimpedir	desimpedir	Remover obstáculos; liberar uma passagem ou espaço.	v	to clear	To remove obstacles; to free a passage or space.	v	despejar			v		dɨzĩpɨˈdiɾ	dezĩpeˈdʒiʁ		tə ˈklɪr	tə ˈklɪə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
fixidez		fixidez	a fixidez	Estado de algo que permanece fixo, imóvel; ausência de movimento.	sf	fixity	State of remaining fixed or motionless.	n	la fijeza			n		ɐ fiksiˈdɛʃ	a fiksiˈdɛʃ		ˈfɪksəti	ˈfɪksəti																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
despeitado, despeitada		despeitado, despeitada	despeitado, despeitada	Que sente despeito, rancor ou inveja.	adj m, adj f	resentful	Feeling spite, rancor, or envy.	adj	despechado, despechada			adj		dɨʃpɐjˈtadu | dɨʃpɐjˈtadɐ	despejˈtadu | despejˈtadɐ		ɹɪˈzɛntfəl	rɪˈzentfᵊl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
reza		reza	a reza	Ato de orar ou fazer preces religiosas.	sf	prayer	Act of praying or making religious supplications.	n	la oración			n	(perante a reasa do padre)	ɐ ˈʁɛzɐ	a ˈʁɛzɐ		ˈpɹɛr	ˈpreə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
adro, adros		adro, adros	o adro, os adros	Local descoberto e geralmente murado em frente de uma igreja.	sm	churchyard	An open and often walled area in front of a church.	n	el atrio, los atrios			n		u ˈadɾu | uz ˈadɾuʃ	u ˈadɾu | uz ˈadɾus		ˈtʃɜ˞tʃˌjɑrd	ˈtʃɜːtʃjɑːd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
munidos		munidos	munidos	Que estão equipados ou providos de algo.	adj m	equipped	Provided or supplied with something.	adj	provisto, provistos			adj		muˈniduʃ	muˈnidus		ɪˈkwɪpt	ɪˈkwɪpt																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
trocar olhares		trocar olhares	trocar olhares	Expressão que indica duas pessoas olhando-se de maneira significativa.	exp	to exchange glances	When two people look at each other meaningfully.	exp	cruzar miradas			exp		tɾuˈkaɾ oˈʎaɾɨʃ	tɾoˈkaʁ oˈʎaɾes		tu ɪksˈtʃeɪndʒ ˈɡlænsəz	tu ɪksˈtʃeɪndʒ ˈɡlɑːnsɪz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
zangado, zangada		zangado, zangada	zangado, zangada	Que está irritado ou com raiva.	adj m, adj f	angry	Feeling or showing anger.	adj	enojado, enojada			adj		zɐ̃ˈɡadu | zɐ̃ˈɡadɐ	zɐ̃ˈɡadu | zɐ̃ˈɡadɐ		ˈæŋɡɹi	ˈæŋɡri																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
repasto		repasto	o repasto	Refeição, banquete ou alimento servido.	sm	repast	Meal or banquet served.	n	el festín			n	(magro repasto)	u ʁɨˈpaʃtu	u ʁeˈpastu		ɹɪˈpʰæst	rɪˈpʰɑːst																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
quer para ..., quer para ...		quer para ..., quer para ...	quer para ..., quer para ...	Expressão que indica alternativa ou distribuição entre duas opções.	exp	whether for ..., or for ...	Expression indicating choice or distribution between two options.	exp	ya sea para ..., ya sea para ...			exp	(quer para si, quer para o velho)	ˈkeɾ pɐɾɐ | ˈkeɾ pɐɾɐ |	ˈkeʁ paɾɐ | ˈkeʁ paɾɐ |		ˈwɛðə˞ ˈfɔr | ɔr ˈfɔr |	ˈweðə ˈfɔː | ɔː ˈfɔː |																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
tomada de decisão		tomada de decisão	a tomada de decisão	Ato ou processo de escolher entre alternativas.	exp	decision making	Act or process of choosing between alternatives.	exp	la toma de decisiones			exp		ɐ tuˈmadɐ dɨ dɨsiˈzɐ̃w̃	a toˈmadɐ dʒi desiˈzɐ̃w̃		dɪˈsɪʒən ˈmeɪkɪŋ	dɪˈsɪʒᵊn ˈmeɪkɪŋ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
bombardas		bombardas	as bombardas	Antigas peças de artilharia usadas para lançar projéteis pesados.	sfp	bombards	Ancient artillery pieces used to launch heavy projectiles.	np	las bombardas			np	bombardas (bombardas para impor respeito)	ɐʒ bõˈbaɾdɐʃ	aʒ bõˈbaʁdas		bɑmˈbɑrdz	bɒmˈbɑːdz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
catar, catavam		catar, catavam	catar, catavam	Procurar minuciosamente; retirar pequenos objetos ou impurezas, como parasitas.	v	to pick minutely	To carefully search for and remove small objects or impurities.	v	catar			v	(catavam os parasitas do corpo)	kɐˈtaɾ | kɐˈtavɐ̃w̃	kaˈtaʁ | kaˈtavɐ̃w̃		tə ˈpʰɪk maɪˈnutli	tə ˈpʰɪk maɪˈnjuːtli																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
parasitas		parasitas	os parasitas	Organismos que vivem às custas de outros, prejudicando-os.	smp	parasites	Organisms that live at the expense of others, harming them.	np	los parásitos			np		uʃ pɐɾɐˈzitɐʃ	uʃ paɾaˈzitas		ˈpʰɛrəˌsaɪts	ˈpʰærəsaɪts																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
ancorar, ancorava		ancorar, ancorava	ancorar, ancorava	Prender um barco ou navio por meio de uma âncora.	v	to anchor	To secure a boat or ship by means of an anchor.	v	ancorar			v		ɐ̃kuˈɾaɾ | ɐ̃kuˈɾavɐ	ɐ̃koˈɾaʁ | ɐ̃koˈɾavɐ		tu ˈæŋkə˞	tu ˈæŋkə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
mastro, mastros		mastro, mastros	o mastro, os mastros	Estrutura vertical de madeira ou metal que sustenta as velas de uma embarcação.	sm	mast	Vertical structure of wood or metal supporting a ship's sails.	n	el mástil, los mástiles			n	mastro (consertar os mastros e as velas)	u ˈmaʃtɾu | uʒ ˈmaʃtɾuʃ	u ˈmastɾu | uʒ ˈmastɾus		ˈmæst	ˈmɑːst																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
figo, figos		figo, figos	o figo, os figos	Fruto da figueira, com polpa doce.	sm	fig	Fruit of the fig tree, with sweet flesh.	n	el higo, los higos			n		u ˈfiɡu | uʃ ˈfiɡuʃ	u ˈfiɡu | uʃ ˈfiɡus		ˈfɪɡ	ˈfɪɡ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
vidraças		vidraças	as vidraças	Conjunto de vidros instalados em janelas ou portas.	sfp	window panes	Set of glass pieces installed in windows or doors.	np	los cristales de las ventanas			np		ɐʒ viˈdɾasɐʃ	aʒ viˈdɾasas		ˈwɪndoʊ ˈpʰeɪnz	ˈwɪndəʊ ˈpʰeɪnz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
uivar, uivava		uivar, uivava	uivar, uivava	Emitir som agudo e prolongado, como fazem os lobos ou cães.	v	to howl	To emit a long, high-pitched sound, like wolves or dogs.	v	aullar			v		ujˈvaɾ | ujˈvavɐ	ujˈvaʁ | ujˈvavɐ		tə ˈhaʊəl	tə ˈhaʊl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
agasalhos da cama		agasalhos da cama	os agasalhos da cama	Roupas ou cobertas usadas para manter o calor na cama.	smp	bedclothes	Bedding items used to keep warm during sleep.	np	las ropas de cama			np		uz ɐɡɐˈzaʎuʒ dɐ ˈkɐmɐ	uz aɡaˈzaʎus dɐ ˈkɐmɐ		ˈbɛdˌkloʊz	ˈbedkləʊðz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
população, populações		população, populações	a população, as populações	Conjunto de habitantes de uma região ou país.	sf	population	All the inhabitants of a particular area or country.	n	la población			sf		ɐ pupulɐˈsɐ̃w̃ | ɐʃ pupulɐˈsõj̃ʃ	a populaˈsɐ̃w̃ | aʃ populaˈsõj̃s		ˌpɑpjəˈleɪʃən	ˌpɒpjʊˈleɪʃᵊn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
concidadão, concidadã		concidadão, concidadã	o concidadão, a concidadã	Pessoa que possui a mesma cidadania ou nacionalidade que outra.	s m/f	fellow citizen	A person who shares the same citizenship or nationality as another.	n	el conciudadano, la conciudadana			s m/f		u kõsidɐˈdɐ̃w̃ | ɐ kõsidɐˈdɐ̃	u kõsidaˈdɐ̃w̃ | a kõsidaˈdɐ̃		ˈfɛloʊ ˈsɪtəzən	ˈfeləʊ ˈsɪtɪzᵊn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
cidadão, cidadã		cidadão, cidadã	o cidadão, a cidadã	Indivíduo que faz parte de uma sociedade civil organizada.	sm, sf	citizen	An individual who belongs to an organized civil society.	n	el ciudadano, la ciudadana			sm, sf		u sidɐˈdɐ̃w̃ | ɐ sidɐˈdɐ̃	u sidaˈdɐ̃w̃ | a sidaˈdɐ̃		ˈsɪtəzən	ˈsɪtɪzᵊn																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
crente, crentes		crente, crentes	o crente, os crentes	Pessoa que acredita em determinada fé ou religião.	s m/f, s m/f p	believer	A person who believes in a particular faith or religion.	n	el creyente, la creyente			s m/f		u ˈkɾẽtɨ | uʃ ˈkɾẽtɨʃ	u ˈkɾẽtʃi | uʃ ˈkɾẽtes		bəˈlivə˞	bɪˈliːvə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
mordedores		mordedores	os mordedores	Pessoas que criticam de forma ácida ou maldosa.	smp	bitter critics	People who criticize harshly or maliciously.	np	los mordedores			np	(mordedores e maldizhentes)	uʒ muɾdɨˈdɔɾɨʃ	uʒ moʁdeˈdɔɾes		ˈbɪtə˞ ˈkɹɪtɪks	ˈbɪtə ˈkrɪtɪks																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
maldizente, maldizentes		maldizente, maldizentes	o maldizente, os maldizentes	Pessoa que fala mal dos outros, que difama.	s m/f	backbiter	A person who speaks ill of others behind their backs.	n	el maldiciente, la maldiciente			s m/f	(mordedores e maldizhentes)	u maɫdiˈzẽtɨ | uʒ maɫdiˈzẽtɨʃ	u mawdʒiˈzẽtʃi | uʒ mawdʒiˈzẽtes		ˈbækˌbaɪtə˞	ˈbækˌbaɪtə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
alcatrão		alcatrão	o alcatrão	Substância negra e viscosa resultante da destilação do petróleo, usada em pavimentação.	sm	tar	A dark, thick substance obtained from petroleum distillation, used in paving.	n	el alquitrán			sm		u aɫkɐˈtɾɐ̃w̃	u awkaˈtɾɐ̃w̃		ˈtʰɑr	ˈtʰɑː																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
ouvidos moucos		ouvidos moucos	os ouvidos moucos	Expressão usada para indicar que alguém ignora ou finge não ouvir algo.	exp	turn a deaf ear	Expression used when someone pretends not to hear something.	idiom	los oídos sordos			idiom		uz oˈviduʒ ˈmokuʃ	uz oˈvidus ˈmokus		ˈtʰɜ˞n ə ˈdɛf ˈɪr	ˈtʰɜːn ə ˈdef ˈɪə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
claustro, claustros		claustro, claustros	o claustro, os claustros	Pátio interno cercado de galerias, especialmente em conventos ou igrejas.	sm	cloister	A covered walk typically found in monasteries, convents, or churches.	n	el claustro			sm		u ˈklawʃtɾu | uʃ ˈklawʃtɾuʃ	u ˈklawstɾu | uʃ ˈklawstɾus		ˈklɔɪstə˞	ˈklɔɪstə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
volvido, volvidos		volvido, volvidos	o volvido, os volvidos	Falado do tempo que passou; decorridos.	adj m	elapsed	Referring to time that has passed.	adj	transcurrido			adj	(volvidos des anos)	u vɔɫˈvidu | uʒ vɔɫˈviduʃ	u vɔwˈvidu | uʒ vɔwˈvidus		ɪˈlæpst	ɪˈlæpst																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
contragosto		contragosto	o contragosto	Sensação de desgosto, relutância ou má vontade em fazer algo.	sm	reluctance	Feeling of unwillingness or aversion to doing something.	n	el desagrado			sm		u kõtɾɐˈɡɔʃtu	u kõtɾaˈɡɔstu		ɹɪˈləktəns	rɪˈlʌktᵊns																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte
alinhado, alinhada		alinhado, alinhada	alinhado, alinhada	Que estão dispostos em linha reta, ordenadas.	adj m, adj f	aligned	Arranged in a straight line; orderly.	adj	alineado, alineada			adj m, adj f		ɐliˈɲadu | ɐliˈɲadɐ	aliˈɲadu | aliˈɲadɐ		əˈlaɪnd	əˈlaɪnd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
herdado, herdada		herdado, herdada	herdado, herdada	Que foi recebido por herança.	adj m, adj f	inherited	Received from someone through inheritance.	adj	heredado, heredada			adj m, adj f		iɾˈdadu | iɾˈdadɐ	iʁˈdadu | iʁˈdadɐ		ɪnˈhɛrətəd	ɪnˈherɪtɪd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
frissado, frissada		frissado, frissada	frissado, frissada	Cabelo ou tecido levemente ondulado ou frisado.	adj m, adj f	crimped	Hair or fabric that is slightly wavy or curled.	adj	ondulado, ondulada			adj m, adj f		fɾiˈsadu | fɾiˈsadɐ	fɾiˈsadu | fɾiˈsadɐ		ˈkɹɪmpt	ˈkrɪmpt																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
dispendioso, dispendiosa		dispendioso, dispendiosa	dispendioso, dispendiosa	Que implica grande gasto ou custo elevado.	adj m, adj f	expensive	Involving high expenditure or cost.	adj	costoso, costosa			adj m, adj f		diʃpẽdiˈɔzu | diʃpẽdiˈɔzɐ	dʒispẽdʒiˈɔzu | dʒispẽdʒiˈɔzɐ		ɪkˈspɛnsɪv	ɪkˈspensɪv																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
esfarrapado, esfarrapada		esfarrapado, esfarrapada	esfarrapado, esfarrapada	Que está com roupas rasgadas e em mau estado.	adj m, adj f	tattered	Wearing torn and ragged clothes.	adj	harapiento, harapienta			adj m, adj f		ʃfɐʁɐˈpadu | ʃfɐʁɐˈpadɐ	isfaʁaˈpadu | isfaʁaˈpadɐ		ˈtʰætə˞d	ˈtʰætəd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
soterrado, soterrada		soterrado, soterrada	soterrado, soterrada	Coberto ou enterrado por terra ou escombros.	adj m, adj f	buried	Covered or hidden by earth or debris.	adj	enterrado, enterrada			adj m, adj f		sutɨˈʁadu | sutɨˈʁadɐ	soteˈʁadu | soteˈʁadɐ		ˈbɛrid	ˈberid																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
cravejado, cravejada (cravejados de diamantes)		cravejado, cravejada	cravejado, cravejada	Adornado ou enfeitado com pedras preciosas ou outros ornamentos.	adj m, adj f	embellished	Decorated with jewels or other ornaments.	adj	engastado, engastada			adj m, adj f		kɾɐvɨˈʒadu | kɾɐvɨˈʒadɐ	kɾaveˈʒadu | kɾaveˈʒadɐ		ɪmˈbɛlɪʃt	ɪmˈbelɪʃt																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
zelosamente		zelosamente	zelosamente	De maneira cuidadosa e diligente; com zelo.	adv	zealously	With great care and diligence.	adv	celosamente			adv		zɨluzɐˈmẽtɨ	zelozɐˈmẽtʃi		ˈzɛləsli	ˈzeləsli																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
por sinal (por sinal mais antipática)		por sinal	por sinal	Expressão usada para acrescentar uma informação, geralmente de forma incidental.	exp	by the way	Expression used to add incidental information.	exp	por cierto			exp		puɾ siˈnaɫ	puʁ siˈnaw		ˈbaɪ ðə ˈweɪ	baɪ ðə ˈweɪ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
mesa farta		mesa farta	a mesa farta	Expressão que indica uma mesa abundantemente servida de alimentos.	exp	a table laden with food	Expression describing a table richly filled with food.	exp	la mesa llena			exp		ɐ ˈmɛzɐ ˈfaɾtɐ	a ˈmɛzɐ ˈfaʁtɐ		ə ˈtʰeɪbəl ˈleɪdn̩ ˈwɪθ ˈfud	ə ˈtʰeɪbᵊl ˈleɪdᵊn wɪð ˈfuːd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
de carne e osso		de carne e osso	de carne e osso	Expressão que indica algo ou alguém real, concreto.	exp	flesh and blood	Expression indicating something or someone real.	idiom	de carne y hueso			idiom		dɨ ˈkaɾnɨ i ˈɔsu	dʒi ˈkaʁni i ˈɔsu		ˈflɛʃ ənd ˈbləd	ˈfleʃ ənd ˈblʌd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
após		após	após	Depois de; em seguida a.	prep	after	Following in time or order.	prep	después de			prep		ɐˈpɔʃ	aˈpɔs		ˈæftə˞	ˈɑːftə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
moleiro, moleira		moleiro, moleira	o moleiro, a moleira	Pessoa que trabalha moendo cereais em moinho.	sm, sf	miller	Person who operates a mill, grinding grain.	n	el molinero, la molinera			sm, sf		u muˈlɐjɾu | ɐ muˈlɐjɾɐ	u moˈlejɾu | a moˈlejɾɐ		ˈmɪlə˞	ˈmɪlə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
padeiro, padeira		padeiro, padeira	o padeiro, a padeira	Profissional que fabrica e vende pão.	sm, sf	baker	Person who makes and sells bread.	n	el panadero, la panadera			sm, sf		u pɐˈdɐjɾu | ɐ pɐˈdɐjɾɐ	u paˈdejɾu | a paˈdejɾɐ		ˈbeɪkə˞	ˈbeɪkə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
forneiro, forneira		forneiro, forneira	o forneiro, a forneira	Profissional que cuida do forno, especialmente em padarias.	sm, sf	oven tender	Person responsible for managing an oven, especially in bakeries.	n	el hornero, la hornera			sm, sf		u fuɾˈnɐjɾu | ɐ fuɾˈnɐjɾɐ	u foʁˈnejɾu | a foʁˈnejɾɐ		ˈəvən ˈtʰɛndə˞	ˈʌvᵊn ˈtʰendə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
peixero, peixera		peixero, peixera	o peixero, a peixera	Vendedor de peixe em mercados.	sm, sf	fishmonger	Person who sells fish in markets.	n	el pescadero, la pescadera			sm, sf		u pɐjˈʃɛɾu | ɐ pɐjˈʃeɾɐ	u pejˈʃɛɾu | a pejˈʃeɾɐ		ˈfɪʃˌmɑŋɡə˞	ˈfɪʃˌmʌŋɡə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
Av. da Liberdade (Lisboa)		Av. da Liberdade (Lisboa)	a Avenida da Liberdade	Avenida famosa de Lisboa, conhecida pelas lojas de luxo e importância histórica.	sf	Avenida da Liberdade	Famous avenue in Lisbon known for its luxury shops and historic significance.	n	la Avenida da Libertad			sf		ɐ ɐvɨˈnidɐ dɐ libɨɾˈdadɨ	a aveˈnidɐ dɐ libeʁˈdadʒi		#Avenida# də #Liberdade#	#Avenida# #da# #Liberdade#																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
Travessa de Santa Justa (Lisboa)		Travessa de Santa Justa (Lisboa)	a Travessa de Santa Justa	Pequena rua em Lisboa, próxima ao Elevador de Santa Justa.	sf	Travessa de Santa Justa	Small street in Lisbon, near the Santa Justa Lift.	n	la Travesía de Santa Justa			sf		ɐ tɾɐˈvɛsɐ dɨ ˈsɐ̃tɐ ˈʒuʃtɐ	a tɾaˈvɛsɐ dʒi ˈsɐ̃tɐ ˈʒustɐ		#Travessa# də ˈsɑntɑ ˈdʒəstə	#Travessa# də ˈsæntə #Justa#																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
vagabundagem		vagabundagem	a vagabundagem	Conjunto de pessoas que vivem sem ocupação fixa; vida errante ou desordenada.	sf	vagrancy	Group of people living without fixed occupation; errant life.	n	la vagabundería			sf		ɐ vɐɡɐbũˈdaʒɐ̃j̃	a vaɡabũˈdaʒẽj̃		ˈveɪɡɹənsi	ˈveɪɡrənsi																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
Festa de Todos-os-Santos		Festa de Todos-os-Santos	a Festa de Todos-os-Santos	Celebração cristã que homenageia todos os santos, celebrada em 1º de novembro.	sf	All Saints' Day	Christian celebration honoring all saints, held on November 1st.	n	la Fiesta de Todos los Santos			sf		ɐ ˈfɛʃtɐ dɨ tudususˈsɐ̃tuʃ	a ˈfɛstɐ dʒi todososˈsɐ̃tus		ˈɔl ˈseɪnts ˈdeɪ	ˈɔːl ˈseɪnts ˈdeɪ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
argamassa		argamassa	a argamassa	Mistura de cimento, areia e água usada para unir materiais de construção.	sf	mortar	Mixture of cement, sand, and water used for bonding construction materials.	n	la argamasa			sf		ɐ ɐɾɡɐˈmasɐ	a aʁɡɐˈmasɐ		ˈmɔrtə˞	ˈmɔːtə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
poeira		poeira	a poeira	Conjunto de partículas finas de pó dispersas no ar.	sf	dust	Collection of fine particles suspended in the air.	n	el polvo			sm		ɐ puˈɐjɾɐ	a poˈejɾɐ		ˈdəst	ˈdʌst																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
coralina		coralina	a coralina	Substância de origem marinha, de cor avermelhada, usada em joalheria.	sf	coraline	Marine-origin red substance used in jewelry.	n	la coralina			sf		ɐ kuɾɐˈlinɐ	a koɾaˈlinɐ		ˈkʰɔrəˌlaɪn	#coraline#																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
tesoura, tesouras		tesoura, tesouras	a tesoura, as tesouras	Instrumento de corte formado por duas lâminas cruzadas.	sf	scissors	Cutting tool made of two crossed blades.	n	las tijeras			sp		ɐ tɨˈzoɾɐ | ɐʃ tɨˈzoɾɐʃ	a teˈzoɾɐ | aʃ teˈzoɾas		ˈsɪzə˞z	ˈsɪzəz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
pluma, plumas		pluma, plumas	a pluma, as plumas	Pena leve e macia de aves; também usada para escrita.	sf	plume	Soft, light feather; also used for writing.	n	la pluma			sf		ɐ ˈplumɐ | ɐʃ ˈplumɐʃ	a ˈplumɐ | aʃ ˈplumas		ˈplum	ˈpluːm																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
fundição		fundição	a fundição	Processo de derretimento de metais para moldagem.	sf	foundry	Process of melting metals for molding.	n	la fundición			sf		ɐ fũdiˈsɐ̃w̃	a fũdʒiˈsɐ̃w̃		ˈfaʊndɹi	ˈfaʊndri																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
baunilha		baunilha	a baunilha	Fruto de uma orquídea tropical, usado para aromatizar alimentos.	sf	vanilla	Fruit of a tropical orchid, used to flavor foods.	n	la vainilla			sf		ɐ bɐwˈniʎɐ	a bawˈniʎɐ		vəˈnɪlə	vəˈnɪlə																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
nata (alimento)		nata	a nata	Camada de gordura que se forma à superfície do leite aquecido.	sf	cream	Layer of fat that forms on heated milk.	n	la nata			sf		ɐ ˈnatɐ	a ˈnatɐ		ˈkɹim	ˈkriːm																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
haste		haste	a haste	Parte longa e fina que serve de suporte a objetos ou plantas.	sf	stem	Long, thin part that supports objects or plants.	n	el tallo			sm		ɐ ˈaʃtɨ	a ˈastʃi		ˈstɛm	ˈstem																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
